entry_id,title,artist,album,playlist_name,playlist_description,audio_key,duration
2XKiBOr99ngMjgR57CkymA,Permanent Revolutions,All India Radio,Film Musik,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Permanent Revolutions.flac,4:29
a2HH7GuqmRgzNk03gylaJ,Four Three,All India Radio,Echo Other,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Four Three.flac,4:02
qNBfuSoFh09m40ikeV7AD,Into Dust,Mazzy Star,So Tonight That I Might See,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Into Dust.flac,5:33
2w5C6ljALgkCy5WA6GbnLu,Look On Down From The Bridge,Mazzy Star,Among My Swan,Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/Look On Down From The Bridge.flac,4:47
ctyGN9IbLXE5DeoKSN0K4,Autumn,Kuba,Animalia,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/Autumn.flac,3:22
5mx8yWEu8ZJZkFKlPLDSvd,District 6,Kuba,Animalia,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/District 6.flac,4:52
463UnE9f8DsCKzUmfeaELx,We Can Still Learn,Kuba,Ambient Lounge Chillout,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/We Can Still Learn.flac,4:48
3numwC50p4Anf5TLvEpUNJ,Electric Guitar Two,Nick Bampton,Slow Lane,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Electric Guitar Two.flac,2:30
4ZecRnDcPZBVYGDn8UXAiT,Howl,Nick Bampton,Slow Lane,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Howl.flac,4:25
1udNlXsaSeh97U0ZOd9ZFw,"Dear Vinta, Pt. 1",Nick Bampton,Thank You Mother (Original Soundtrack),Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.","catalog.app/Dear Vinta, Pt. 1.flac",3:43
Sn42js0SNJStjsMSjXFST,Cud,Bardo Pond,Volume 8,,,catalog.app/Cud.flac,2:46
53XjtiL3CtqbpJeFNaVNxh,Tantric Porno,Bardo Pond,Amanita,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Tantric Porno.flac,6:11
6VF5jkjUNBTQ8mrU1CnfJE,Lovesong,Common Saints,Idol Eyes,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. ",catalog.app/Lovesong.flac,9:17
46ZyrbqgSpIqtZU5sEG69v,Activate,Common Saints,Cinema 3000,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible.",catalog.app/Activate.flac,3:54
1zRQEqxusZ65jXLpRcyNdm,Summer Sun,Common Saints,Summer Sun,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Summer Sun.flac,4:49
5WMqy0YZDDsxWJHhFafupR,Starchild,Common Saints,Starchild,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Starchild.flac,4:19
6BwqDtcKf1i6nLDVz9Idhs,Sundown at the El Dorado Hotel,Harry Paradise,Sundown at the El Dorado Hotel,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Sundown at the El Dorado Hotel.flac,1:32
6XiLhBo04Loa28bIkDLaev,Somewhere Familiar But Somewhere Far Away,Harry Paradise,Somewhere Familiar But Somewhere Far Away,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Somewhere Familiar But Somewhere Far Away.flac,2:56
2DOaFKJftWS3GUJY03AAYa,Golden Sun,Yatao,Imagine,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere.",catalog.app/Golden Sun.mp3,5:44
5MG17tnfpySFv44gcyvkVz,Okapi,Yatao,Imagine,Morning Glory,"This relaxed, uplifting compilation weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere.",catalog.app/Okapi.mp3,4:04
29kTUFXvdyzkubztbDf7qH,Angel Wings,Lemongrass,Unite,Sonic Prayer,"Sacred chants, Indian ragas, and shamanic trance merge in a traditional-modern mix designed to soothe the soul.",catalog.app/Angel Wings.flac,4:24
1zrSLL2uuMoyTvPYd4PuSm,Naima,Lemongrass,Unite,Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature.",catalog.app/Naima.flac,4:23
2JEn5NAV4vJM2Wt3jIimDD,Journey to a Star,Lemongrass,Windows (New Line Edition),New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/Journey to a Star.flac,3:35
43gH3Zl0KV1RJEKgcZAmJ6,Elven Quest,EIRLYS,Elven Quest,Being Nothing,"This selection leans into deep meditation ambient, healing soundscapes, and tranquil minimal atmospheres, music designed to slow the mind, create stillness, and support introspection.",catalog.app/Elven Quest.flac,9:14
6r44gqex84xYkanRCMMK7H,Cave Light,EIRLYS,Cave Light,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Cave Light.flac,9:55
5VjuIubN9q61P7j94CHh5w,"My My, Hey Hey (Out of the Blue) - 2016 Remaster",Neil Young;Crazy Horse,Rust Never Sleeps,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.","catalog.app/My My, Hey Hey (Out of the Blue) - 2016 Remaster.flac",3:47
683IEr9xOMhwetTsQ1PRdi,Down by the River - 2009 Remaster,Neil Young;Crazy Horse,Everybody Knows This Is Nowhere,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Down by the River - 2009 Remaster.flac,9:18
2L6w2C7JO8DAs8MXUpE43g,I Don't Know What To Say,Hayes Bradley,1-9,Celestial Romance,"In a vast universe of infinite possibilities, finding a heart that aligns with ours feels miraculous, a cosmic soundscape evoking the boundless expanse of space and time.",catalog.app/I Don't Know What To Say.flac,2:55
5ie1oHSOts9GQGfeP2nshQ,Try For Love (VIII),Hayes Bradley,Recommence (VIII/XIV),New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/Try For Love (VIII).flac,3:56
7fXpKr9uQEyb8SsD42w9Da,Dr. Dings,Tosca,Going Going Going,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/Dr. Dings.mp3,3:35
AMLjrXagueL40g1md9oQc,Suzuki,Tosca,Suzuki,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/Suzuki.flac,6:04
5nVhA0U0fSP2lXaL51Cko,Soon Enough,The Altons,Tangled Up in You,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Soon Enough.flac,4:00
6LRRNkp1h6UxPyA6qPqPjo,Over and Over,The Altons,Heartache in Room 14,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Over and Over.flac,3:48
1AjAKqcSOr8Bc13VUYFpxq,Tangled Up in You,The Altons,Heartache in Room 14,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Tangled Up in You.flac,3:39
7wYoRwquYxYIB0YgmTfSJe,Last Opening,Steven R. Smith,The Growing Surface,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Last Opening.flac,3:38
5JSVN9Gw3YlMeMVyzkR7On,Sleep,Steven R. Smith,The Growing Surface,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Sleep.flac,3:13
34O1gRatqSksyRp07iypG,Under the Growing Surface,Steven R. Smith,The Growing Surface,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Under the Growing Surface.flac,4:04
6JXLyUyFGvrbvG35GKYrL5,Cane Stops,Steven R. Smith,In the Spires,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Cane Stops.flac,3:11
1TJUSdaCBrcnBB0HyW4JGN,In the End,Steven R. Smith,In the Spires,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/In the End.flac,2:35
sPrIX9YsSIgJK64rNoTsp,Scaffolds,Steven R. Smith,In the Spires,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Scaffolds.flac,3:42
6yu0NDtgXH8eb13wvUq4SQ,Spires,Steven R. Smith,In the Spires,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Spires.flac,4:00
2m3uuVLrFXlzuSdgJpZCMb,Late October,Steven R. Smith,Anacapa,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Late October.flac,3:13
25cirnvhfx8IFHL3ZO88uH,The Storm,Doves,Some Cities,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/The Storm.flac,4:52
2AEp9riwBvHBHbNqujwwbj,Firesuite,Doves,Lost Souls,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Firesuite.flac,4:35
4ZyCrICaIQdZopxcmqIMYd,Break Me Gently - Incidental,Doves,Lost Sides,New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/Break Me Gently - Incidental.flac,1:24
584EfhUxYmfJxtgHSD2Gl,At the Lake,Ancestral Elephants,At the Lake,Deep Chill,This compilation of psychill and emotive melodies opens a realm where the boundaries of familiarity dissolve into uncharted sonic landscapes. ,catalog.app/At the Lake.flac,3:43
1qISAkXNdGfkxADxY7467U,Infinitum,Ancestral Elephants,Infinitum,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Infinitum.flac,3:59
3bYlodv5kySAsyubPl50QZ,Before The Beginning,John Frusciante,The Empyrean,Skymind,"This playlist is an interstellar odyssey—a sultry, psychedelic trip that blurs the line between retro-future lounge and deep-sea introspection. ",catalog.app/Before The Beginning.flac,9:08
39xEhhtphz3jVkfuEyIb9F,Murderers,John Frusciante,To Record Only Water For Ten Days (U.S. Version),Insight,"This selection blends ambient, dream-pop, cinematic electronica, and desert-tinged guitar, music that feels immersive, atmospheric, and emotionally reflective, with a slow, hypnotic flow.",catalog.app/Murderers.flac,2:41
2w883sOWIrPzITUoZf7eYF,Orfeu,Boozoo Bajou,3:25,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Orfeu.flac,3:25
2bkXcgbcTkOw9IbWoCqXan,Down & Out,Boozoo Bajou,Satta,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/Down & Out.flac,6:06
4Kl6B0gYNbHP2lxAGRvxQm,Weightless Part 1,Marconi Union,Weightless (Ambient Transmission V.2),Weightless,"This masterpice album was crafted in collaboration with sound therapists, its harmonious blend of carefully arranged rhythms, harmonies, and bass lines help to slow the listener's heart rate, reduce blood pressure, and lower levels of the stress hormone cortisol.",catalog.app/Weightless Part 1.mp3,8:06
kUZbGaslZLvgjpMLYeaXp,Weightless Part 2,Marconi Union,Weightless (Ambient Transmission V.2),Weightless,"This masterpice album was crafted in collaboration with sound therapists, its harmonious blend of carefully arranged rhythms, harmonies, and bass lines help to slow the listener's heart rate, reduce blood pressure, and lower levels of the stress hormone cortisol.",catalog.app/Weightless Part 2.mp3,7:12
1UcGDFaJxaTI9CDa7jTJ92,Weightless Part 3,Marconi Union,Weightless (Ambient Transmission V.2),Weightless,"This masterpice album was crafted in collaboration with sound therapists, its harmonious blend of carefully arranged rhythms, harmonies, and bass lines help to slow the listener's heart rate, reduce blood pressure, and lower levels of the stress hormone cortisol.",catalog.app/Weightless Part 3.mp3,7:38
7mHpzhbOlW5dxQ7Mo5PcD8,Weightless Part 4,Marconi Union,Weightless (Ambient Transmission V.2),Weightless,"This masterpice album was crafted in collaboration with sound therapists, its harmonious blend of carefully arranged rhythms, harmonies, and bass lines help to slow the listener's heart rate, reduce blood pressure, and lower levels of the stress hormone cortisol.",catalog.app/Weightless Part 4.mp3,7:17
3TqmdsZQpG9aU8RWnGSmam,Weightless Part 5,Marconi Union,Weightless (Ambient Transmission V.2),Weightless,"This masterpice album was crafted in collaboration with sound therapists, its harmonious blend of carefully arranged rhythms, harmonies, and bass lines help to slow the listener's heart rate, reduce blood pressure, and lower levels of the stress hormone cortisol.",catalog.app/Weightless Part 5.mp3,7:20
